"STATION","NAME","DATE","AWND","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USC00121940","CROWN POINT 1 N, IN US","2017-09-02",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-03",,,,"0.09",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-04",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-05",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-06",,,,"0.02",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-07",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-08",,,,"0.01",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-09",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-10",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-11",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-12",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-13",,,,"0.01",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-14",,,,"0.03",,,,,,,"    1",,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-15",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-16",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-17",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-18",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-19",,,,"1.19",,,,,,,,,"    1",,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-20",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-21",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-22",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-23",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-24",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-25",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-26",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-27",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-28",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-29",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-09-30",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-01",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-02",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-03",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-04",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-05",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-06",,,,"0.60",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-07",,,,"0.12",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-08",,,,"0.33",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-09",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-10",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-11",,,,"0.91",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-12",,,,"0.01",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-13",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-14",,,,"0.50",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-15",,,,"2.73",,,,,,,,,"    1",,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-16",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-17",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-18",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-19",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-20",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-21",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-22",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-23",,,,"1.44",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-24",,,,"0.82",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-25",,,,"0.44",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-26",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-27",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-28",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-29",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-30",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-10-31",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-01",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-02",,,,"0.43",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-03",,,,"0.05",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-04",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-05",,,,"0.26",,,,,,,"    1",,"    1",,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-06",,,,"0.18",,,,,,,,,"    1",,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-07",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-08",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-09",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-10",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-11",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-12",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-13",,,,"0.11","0.0","0.0",,,,,"    1",,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-14",,,,"0.00","0.0","0.0",,,,,"    1",,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-15",,,,"0.08",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-16",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-17",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-18",,,,"0.60",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-19",,,,"0.68","0.0",,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-20",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-21",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-22",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-23",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-24",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-25",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-26",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-27",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-28",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-29",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-11-30",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-01",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-02",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-03",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-04",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-05",,,,"0.00",,"0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-06",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-07",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-08",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-09",,,,"0.03","0.1","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-10",,,,"0.02","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-11",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-12",,,,"0.01","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-13",,,,"0.00",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-14",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-15",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-16",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-17",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-18",,,,"0.01","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-19",,,,"0.01","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-20",,,,"0.00","0.0",,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-21",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-22",,,,"0.00","0.0",,,,,,"    1",,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-23",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-24",,,,"0.00","0.0","0.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-25",,,,"0.30",,,,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-26",,,,"0.00","0.0","2.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-27",,,,"0.00","0.0","1.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-28",,,,"0.00","0.0","1.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-29",,,,"0.03","0.5","2.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-30",,,,"0.12","1.8","2.0",,,,,,,,,,,,,
"USC00121940","CROWN POINT 1 N, IN US","2017-12-31",,,,"0.00","0.0","3.0",,,,,,,,,,,,,
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","2017-03-30",,"    2","2.09",,,,,,,,,,,,,,,,
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","2017-04-02",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","2017-04-30",,,,"1.84",,,,,,,,,,,,,,,
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","2017-05-01",,,,"1.90",,,,,,,,,,,,,,,
"US1ILCK0178","ROLLING MEADOWS 0.9 ESE, IL US","2017-10-11",,,,"1.89",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-01",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-02",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-03",,,,"0.28",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-04",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-05",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-06",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-07",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-08",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-09",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-10",,,,"0.02","0.0","0.0",,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-11",,,,"0.18",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-12",,,,"0.59",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-13",,,,"0.00","0.0","0.3",,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-14",,,,"0.00","0.0","0.2",,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-15",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-16",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-17",,,,"0.83",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-18",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-19",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-20",,,,"1.02",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-21",,,,"0.01",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-22",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-23",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-24",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-25",,,,"0.04",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-26",,,,"0.05",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-27",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-28",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-29",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-30",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-01-31",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-01",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-02",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-03",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-05",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-06",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-07",,,,"0.44",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-08",,,,"0.31",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-09",,,,"0.05",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-10",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-11",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-12",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-13",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-14",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-15",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-16",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-17",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-18",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-19",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-20",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-21",,,,"0.16",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-22",,,,"0.02",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-23",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-24",,,,"0.27",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-25",,,,"0.02",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-26",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-27",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-02-28",,,,"0.01",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-01",,,,"1.31",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-02",,,,"0.05",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-03",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-04",,,,"0.01",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-05",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-06",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-07",,,,"0.29",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-08",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-09",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-10",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-11",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-12",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-13",,,,"0.08",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-14",,,,"0.19",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-15",,,,"0.19",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-16",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-17",,,,"0.03",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-18",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-19",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-20",,,,"0.79",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-22",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-23",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-24",,,,"0.01",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-25",,,,"0.28",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-26",,,,"0.44",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-27",,,,"0.11","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-28",,,,"0.00",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-29",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-30",,,,"1.55",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-03-31",,,,"0.85",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-01",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-02",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-03",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-04",,,,"0.32",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-05",,,,"0.18",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-06",,,,"1.38",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-07",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-08",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-09",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-10",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-11",,,,"0.67",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-12",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-13",,,,"0.02",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-14",,,,"0.19",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-15",,,,"0.20",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-16",,,,"0.29",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-17",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-18",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-19",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-20",,,,"0.12",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-21",,,,"0.02",,,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-22",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-23",,,,"0.00","0.0",,,,,,,,,,,,,,
"US1ILCK0211","OAK LAWN 1.6 WNW, IL US","2017-04-24",,,,"0.00","0.0",,,,,,,,,,,,,,
